sequence	16S_rRNA_Count	metadata_NSTI	closest_reference_genome
cf2ad1692241e90307ff2e967edb76b6	1	0.176955	GCF_000875975.1
cf38b508f1031841a021ac7e08300e74	1	0.010962	GCA_902168245.1
cf4476944b81513ab7cd727efa5463d2	1	0.00372	GCF_002198715.1
cf44844c48e38e389392b626b754f431	1	0.233575	GCF_900187945.1
cf561697c26e8bc651fe010860adfae2	1	0.061692	GCF_014295035.1
cf6af7a78ad4f5d3ae1261d7b79227b4	1	0.00015	GCF_004345645.1
cf6d80ab00820e2c206403f170ce2133	1	0.093148	GCA_019636345.1
cf743b107ea718b129d704f12e5cec9d	1	0.101663	GCA_020161935.1
cf78a73d457a7a58aeb19315ad7f6e43	1	0.003714	GCF_001592735.1
cf7aa7a33e13d2a15541311159fd1a2f	1	0.040621	GCF_012913485.1
cf7b4e5d6e12ae1a0714d4dcbde7eda5	1	0.132506	GCF_900108055.1
cf7d092fb1a0528b0bb85348c2c2fea9	1	0.071371	GCA_020073345.1
cf855202e7965a312d8c1eef7f7b6eb9	1	0.091637	GCA_009845425.1
cf8712730adb8c33d145d1af5a926e50	1	0.135637	GCA_019634615.1
cfc6af3c3fd74859c9eff840beacc374	2	0.007477	GCF_002262885.1
cfc80b0781784d0cb3ab28eb1e41384e	1	0.459829	GCF_001484045.1
cfcce271275c0c39c16927c4dc168051	1	0.187	GCA_009926845.1
cfd0cd17c85fc790b5bf730245653b50	1	0.007489	GCA_019636095.1
cfe03783ef021825f9106fe661dbe3e2	1	0.134717	GCA_945860415.1
cfe2c8471f266aa1ff06dbf908757391	1	31.462824	GCF_003721595.1
cfe5158eddff5ede5f8e20b25476cacf	1	0.062606	GCA_016703895.1
cfecbf2662933d0dff3360bd85bba6f9	1	0.019822	GCA_018729455.1
cfed21b244140a7dfad666667f8bf97d	1	0.004218	GCA_902168135.1
cff36e8d370ad46a14f99aa776abd500	1	0.044315	GCF_008180865.1
cff3ca9b3da3d76a7acf5954a98f3553	1	0.034775	GCF_007845675.1
cffc587ac516a235ad6da7cb2b8fe2d8	1	0.081335	GCA_010692645.1
cffec45267f1c749295138644cb87c9d	1	0.146873	GCF_002797495.1
d0005bb2d2abc2c51c98dbf3c17a0fe5	2	0.116655	GCF_020829445.1
d028cacab2f111646d3c8434f0f26d2b	1	0.26369	GCA_016703535.1
d02e03ffac144c77c93da2a7867e4d30	1	0.01893	GCA_019689555.1
d038491b5985dbf2544b5c44c0c1b124	1	0.069982	GCA_021851325.1
d038889a04413ec398bcf33d02a9cdef	1	0.464083	GCF_024054565.1
d0443e77bfc25134f84ed1407432de9e	1	0.012866	GCA_903839035.1
d04576dd1183ec9ad6fe929ab7893f01	1	0.097989	GCA_016873095.1
d04ab1ed048c17ac40c06c098145419b	1	0.211416	GCA_009693245.1
d0538b63c3452ecdbec0170cc1535815	1	0.101193	GCF_900108055.1
d067f0f5c31d115308e037f12afbb8ae	1	0.052729	GCA_003242885.1
d06cf0d7c922002ec1fa1ad30452d269	1	0.029164	GCF_003389455.1
d0785cb5e5070d5a1beb92f1d7a27e3d	1	0.171547	GCA_013791745.1
d07fcebba4775e865fba0639523d89fb	1	0.082466	GCA_009377815.1
d082d062d46ca7c96740ba82cb6e69c7	1	0.085856	GCF_015169395.1
d08530280c740d284e59beeb06275361	1	0.219109	GCA_013817245.1
d0944a66176b21dae4e040cca363603d	1	0.145512	GCA_903929005.1
d09528d744a752a08e2342e202d60208	1	0.105204	GCA_009845425.1
d0addb351bcd8c53888040aee66dcc3a	1	0.055946	GCF_021631985.1
d0b06b3bbefcc735002b0518fba6de8f	1	0.099378	GCF_003351045.1
d0da49183378cc095487e14d89eaa13d	1	0.203238	GCA_017302165.1
d0f070f1fd1a2762b3d3d96708115236	1	0.068281	GCA_017577365.1
d0f15f466bf45e3b0a38092794820a76	1	0.090086	GCF_015169395.1
d0f40489ae1788c17974fda4539b1362	1	0.031039	GCA_016720585.1
d0f89ec7d6f1bf7d166c8b743d0c0c97	1	0.011371	GCA_020199905.1
d0fae0a1d75e72958d9209b43fd749ce	1	0.157667	GCF_011064595.1
d0fe1c3646832de7b2a53b65154d33cd	1	0.026463	GCF_900113315.1
d10d1d482b1315c6080bcd9a2dc7b727	1	0.018746	GCA_016710095.1
d10fa9163d275b0881f1a0316051a03d	1	0.129103	GCA_021768245.1
d11b6a60137eb61a756aa2c41b91fc20	1	0.054644	GCA_016721085.1
d11ea88ac8a672bb8577ca1b7d3dc67c	1	0.045247	GCA_024666565.1
d1303cd320c60d912c4ef60e4ef2803f	2	0.011513	GCA_022647565.1
d13ad181e72cd1b01bcc0544a476073a	1	0.166139	GCA_002238485.1
d153e3e88389034dff7c5fa27a04e84d	1	0.170033	GCA_013154295.1
d1557b6b6f409c03d4d502b8ddc62bc0	1	0.088101	GCA_903933715.1
d1603dfea6249ac52e23fb57f48b5f55	1	0.173617	GCF_001881495.1
d161726f69360795de758cdb675d4c29	1	0.012904	GCA_903839035.1
d1657c1334de92fc053ae6f10aa348d1	1	0.037776	GCF_003350535.1
d1761bfa5f83ef75046c6e70a323f5de	1	0.091807	GCA_016704275.1
d1805a5466fb99abcd4dfa342db73937	1	0.172921	GCA_016718805.1
d19f4066bde5fcc53404316027c0d8a2	1	0.104177	GCF_015070375.1
d1a18303837455b1b58f8dcaf0cd738b	1	0.003761	GCF_003047295.1
d1acceb59a98277cf6cd878d850b33b0	1	0.01471	GCA_001898035.1
d1af6d613d37ae89227ef311df7e8556	1	0.155724	GCA_016865895.1
d1b05508d19b57cabc08e28457f3798d	1	0.007385	GCF_016698665.1
d1b25d0c04fcb08b07e59a767396b036	1	0.015041	GCF_900114115.1
d1b92d23a3a7dfbf9487e34da8ff4208	2	0.069611	GCA_016718875.1
d1d7d1f6237723e72f0c0dfda1df94a2	1	0.083002	GCA_016870325.1
d1e2195b5ff3b5b217bb34366a918660	1	0.019044	GCA_016703895.1
d1eaddda6b0ddfc661db7d6e18d98a74	1	0.204535	GCF_000025185.1
d1f3526cac4d85cf9d85317c89a4a0c3	1	0.037153	GCA_023265455.1
d1f9e5e9226ebfab661c3a1c87b6767e	1	0.180346	GCA_002713695.1
d200bc2c642be8e9df7d5818fe0656e4	1	0.019505	GCF_001425005.1
d20e1f9fdbcfa0b63e0066c3de634570	1	0.00015	GCF_014652575.1
d21227c9bb6e620d8dd6b6fdc50d54f3	2	0.022764	GCA_016214985.1
d22fc6accb5272ea3590008166dd4c36	1	0.165483	GCA_001295775.1
d2462fce30d3e7a5fa951f76a5a8c5fb	1	0.215328	GCA_025057645.1
d24c13ca281c451e93dfdf7458c9120b	1	0.173617	GCF_001881495.1
d25ee77c1b1f1227877bda4e5643c6bb	1	0.041998	GCA_013816845.1
d2713774b72f61a8801fa49128628a27	1	0.090287	GCA_900149695.1
d271a31c094f8bfc8813ce2e30403dd6	1	0.153914	GCA_004144175.1
d27a4224a7e20d5683e4e720298fae6e	1	0.083322	GCA_020073005.1
d28a322be3cfbf15a3d8b087e2d2f532	1	0.00015	GCF_009827655.1
d296f1b2700928f099d6d672283ecb36	1	0.031187	GCF_000600335.2
d29b993535e9b26ffa741a2896d6a8cc	1	0.00015	GCA_017495225.1
d2a6026954d47b00a1080b4718e92613	1	0.224158	GCF_015169395.1
d2b9cd3916368342f53b34d5f67307da	1	0.095799	GCA_009845425.1
d2c0d61bf75671c7febce4753dd1c6e0	1	0.194757	GCF_008329965.1
d2c83e1c127575b0b2e51cfdfb4a876d	1	0.12615	GCA_018436725.1
d2d818c606b5ebd330e2d9326f234e88	1	0.00015	GCF_014168535.1
d2dba83521bb981a32359e82ce60f78e	1	0.089763	GCF_009812055.1
d2edca5c5d05a015a3309f90ad7732d8	1	0.099942	GCA_022823605.1
d2f133ea402a014a6107057cf58628bf	1	0.077773	GCF_019263585.2
d3028498cb3521d473bc2e8c20d17139	1	0.00015	GCF_004005485.1
d303eb04339e4c4027e3e27a671523f5	1	0.051772	GCA_019509785.1
d317675dc9f912abcd5bd3b8db6281d8	1	0.169891	GCA_002418215.1
d31c395a2d2a6554175d947525ad9162	1	0.03006	GCA_913057205.1
d3423790856477dab1bc19f8b9d2230a	1	0.00015	GCF_003332885.2
d34d84149b6a6decfb8824318ccb9388	1	0.19796	GCA_009773755.1
d351c84937acbf5ceebf7110bc701743	1	0.043918	GCF_900187945.1
d35b696f160bc52323830e617a594853	1	0.072735	GCA_023428085.1
d35c7245015fd2764c2f01eb7b8e1654	1	0.105902	GCA_009845425.1
d35f87565274778c0f657d32088724ed	1	0.459829	GCF_001484045.1
d36657227f7e3024842a39d2f7d824c4	1	0.203454	GCF_000400955.1
d3784a1694b6367dd3ef913b4b244662	1	0.062942	GCF_007741515.1
d391fde0f7d98444eda8eb348775ce75	1	0.041452	GCA_903935335.1
d3928ed307bfce2eaf546e66820616e9	1	0.129103	GCA_021768245.1
d393661079396a6555128cc94cca7f97	1	0.092417	GCA_016870325.1
d3968ed1dcd04e97cf498233299e9a99	1	0.073239	GCF_007741515.1
d3972322bfc80b58ae890ce7952892ea	1	0.199243	GCA_024230435.1
d3a95ebf554784b5510919b6b14e2230	1	0.109934	GCF_900103935.1
d3d3f7bba36620b26fe53703fc385d9e	1	0.294023	GCF_015169395.1
d3d4ad44303b61b744ec16825208c0e5	2	0.044516	GCF_002885975.1
d3dbc63eb033dbbf761abd0ab2b43c08	1	0.053222	GCF_018598585.1
d3e08ecd475ff4677921abd45da657ef	2	0.052939	GCA_020636745.1
d3e30be34f61368657dab3994c5f2782	2	0.04873	GCF_000648235.2
d3e499f03f2c0e4918047a6ba4820074	1	0.039935	GCA_003151515.1
d3e4f10a79e5af54799e252b0740d068	1	0.044031	GCA_021781455.1
d40afd5f3b42d370291c2a80198f0574	1	0.199403	GCA_000739655.1
d41cf73f2e46d82767e1e35759805bc5	1	0.240706	GCA_017302875.1
d41d6d6bcc04393c5f95291060b01978	1	0.074426	GCF_009827515.1
d420a184f936c8ec848f4576de2b7383	4	0.01482	GCF_001955925.1
d42374c403e26378796348cf08fac55e	1	0.280398	GCF_900187885.1
d42a39ad8b89ed2186af44ba7d5559d3	1	0.0262	GCA_023421955.1
d42ba5250678b47d2a667f376b894f42	1	0.194972	GCA_016873095.1
d43d2e2439593d660aaceb073f94eb6d	1	0.038234	GCA_013816405.1
d44562696e57c28ddbb28d0c7f7629ab	1	0.049517	GCF_009806515.1
d452a78a73ebd90c9070ab93d464bfd6	1	0.149051	GCF_001613545.1
d45a8f101fb42294d30fff7c66f36ea3	1	0.074988	GCF_011492965.1
d45f527082f41a900a5c746d57ec865c	1	0.052455	GCF_018598585.1
d46bce66eb857ada71d30368ef34f706	1	0.013762	GCF_014650995.1
d4702ef5ad06e77f71f21a51c75f5f40	1	0.223733	GCA_019695055.1
d4710aaec6c2962c8f7b34097e1ba043	2	0.059574	GCA_016716425.1
d471fb96f4769a03402539ded36ce51c	1	0.030711	GCA_023417885.1
d476ce050d927b853b15a74465ef3e0d	1	0.213714	GCA_017303635.1
d4805e290f6fd68031455507ed159c5c	1	0.05137	GCA_002841545.1
d487e68c3e50f33c94259722e956ae65	1	0.127466	GCA_024128875.1
d494ccc4f3ec7199e036cfcea02b8819	1	0.188862	GCA_013151775.1
d4a1b3c4f42e221f788b1bb9beea31a1	1	0.166797	GCF_008728835.1
d4a2e36c076e47432b383dd973d3732e	1	0.038129	GCA_910575665.1
d4b734dd005be5b7509940408ab37044	1	0.459829	GCF_001484045.1
d4e33d6cc8c77926c01bab06f42c1b55	1	0.118661	GCA_024666565.1
d4f2d3956e3c2f0232e0781faba680c6	1	0.00015	GCF_007474605.1
d4f87ea72d88bb01aa1829b81456da75	1	0.233069	GCA_013911415.1
d505b7dc0ca1c0fd1aa8e565df9f910a	1	0.459829	GCF_001484045.1
d506af9e12d922f304664bf9f88f9c73	1	0.049133	GCF_011046535.1
d522bf774132d3a9020fd7eae6ff37c2	1	0.066034	GCA_016870485.1
d523b2c71d04c2368fc6c7c3ac641746	1	0.089194	GCF_015169395.1
d550d9387a67bc9d55d8e81bd09eb332	1	0.00015	GCA_019634595.1
d56ea1999635187c12c47bc7075d6ac0	1	0.205974	GCA_001796335.1
d571a054793131cd12ddbc51392b636c	2	0.03503	GCF_900090295.1
d572027a2c99eec4303bc340389c7301	1	0.240198	GCF_000152145.1
d5794c5e0b4bc647f1a9952da7f28a8b	1	0.087403	GCA_021778335.1
d57dc7ac3d92eb47ab4a608b9d2c5c58	1	0.114373	GCA_003142615.1
d5a9cb01708f61c783292698e68eca4c	1	0.038819	GCF_900091425.1
d5b11d37a3f6441eef550ff49416190e	1	0.623505	GCF_001484045.1
d5ef9dde440442f67296e515761bf230	1	0.138616	GCA_021414005.1
d5f094ee5f30d76c2686ac7b6c58f023	1	0.125178	GCA_024128875.1
d5f826e46ec0145be6e6409ed91db202	1	0.086943	GCA_016870325.1
d5fca481fd75cab560603c54c1a12657	1	0.00015	GCF_019075875.1
d5fee49b96ea74b72e074825c20d76ee	1	0.113717	GCA_022823605.1
d60ef02ae191d2277e5a3f0c28917d93	1	0.054792	GCF_004834005.1
d61557b906dbd73aad40ffcbcf14d265	2	0.048156	GCF_000522985.1
d6186e168666b070ca40ccba2b225f44	1	0.078472	GCA_013817545.1
d630c41f1ae03ccd79eb465fd208855b	1	0.09842	GCA_022601335.1
d632fc475dd235b64dd509c1cb454515	1	0.00369	GCF_023516455.1
d6349c54691105ea728c48ec42d5ee36	1	0.301603	GCF_000147075.1
d63a4f7f2a67ebda6f3395096f7f5b90	1	0.057834	GCF_900094735.1
d63d0e0846e2eeace36d1f143127e382	1	0.036205	GCF_001686985.1
d64199380bed333fb3ca40e00ac695ad	1	0.062668	GCA_945861025.1
d6595884f79286f1ef93da583b66df47	2	0.019641	GCF_001262605.1
d672a326a393e46831e8c4964f60a8ed	1	0.105065	GCA_019694615.1
d68462658e2f5658540b1dad3caee696	1	0.038997	GCF_023130475.1
d6a37ddd87ccd9585bc28331cb89ea3b	2	0.05152	GCA_016712345.1
d6a95f47e55f3549724f0b048f77432e	2	0.003698	GCF_014695975.1
d6b6c8251b41882ff74d626f563331b1	1	0.081901	GCF_019263585.2
d6b70ec3510d3e2b7d7d86e6d58544c0	1	0.066415	GCA_016870935.1
d6b9ae93c57eb4fc3729386cef9aa16d	1	0.11139	GCA_024103415.1
d6c5311bbe05d43a10fc602c54f6d63e	1	0.024587	GCF_900113315.1
d6cd43810281a5f1b2dd63f9f6182235	1	0.072377	GCF_017742245.1
d6e38a4f87e2f70cbc3cca759c1cfbd4	2	0.018875	GCA_016712345.1
d71a0d678303803e34b465eaa35830e1	1	0.01097	GCA_002841375.1
d71e00ac76afd6d786af089f0533a3f0	1	0.278465	GCA_934276735.1
d71eb8ea50f2ef8487a0dc1559746e8f	1	0.003641	GCF_015169395.1
d72bd4485441825e147687cb9cbfabfe	1	0.128073	GCA_016707895.1
d7304b7d3f49a592c7cb5e9019fb3de4	3	0.111744	GCF_023078835.1
d73208f1ee37c6fc977ee804cde0c6f5	1	0.003722	GCF_019733465.1
d7321c00ed93ea01c45b5b033dac8e6a	1	0.004813	GCF_001707885.1
d7381df72cbb3b0fcf607011942a1295	1	0.046508	GCA_003574785.1
d7403833464deda175ad42a215025c58	1	0.043951	GCF_000340435.2
d759a2d14432ab913beb67acf3696000	1	0.105339	GCA_001724025.1
d75f8649e15c61e887053c489b36976c	1	0.0149	GCF_005887635.2
d76097a0d075aac337324e7f480282a2	1	0.06293	GCF_014845115.1
d76b67711dd0078f4dc60ef131a8df48	1	0.165252	GCA_018268075.1
d779f6ae36860ed87f3093c7d09d7a22	1	0.00015	GCF_023544465.1
d789c995d4fcabfa9f753a2cfa60467d	2	0.063392	GCF_000522985.1
d7974dbe1a04c6d0f3973c212233fc5c	1	0.169079	GCA_022844125.1
d79a659532cc566b2634ca74d9fcc3c5	1	0.118376	GCA_020635205.1
d7a400f1ff0f311ba455b61e1d8b0e8f	1	0.11564	GCA_945901855.1
d7a56ccb21158ac195c23f17570fe3f1	3	0.315729	GCF_940143175.1
d7b6a0ec6e2c8d8e8a965931ad5f305d	1	0.485689	GCA_018897395.1
d7bef8f5bc399866d54e5fbf5f7bb474	1	0.240781	GCF_008254045.1
d7cff408a48f9c8eaf3a24231102f81c	1	0.045299	GCA_017307755.1
d7dedd972e76f1016de43e92fc6544bf	1	0.120514	GCF_900108055.1
d806adbe9b0bd89182f9a320aee5e8b6	1	0.068555	GCA_020073005.1
d80c7f3677c9a44af5f44bbb846f0683	1	0.049633	GCF_900187945.1
d80f89414ad0f2a239a9a77b5468473f	1	0.48867	GCA_018897395.1
d82226e62e2ed8f2327f70a4ec6469f7	1	0.145512	GCA_903929005.1
d8242262a312fb64959976f9aee2707f	1	0.153064	GCA_016793635.1
d826264f4f45908d16bd02fba816a6de	1	0.041451	GCF_012979535.1
d8293cda1f5d2c86e918651dd4c36131	1	0.007357	GCA_001516055.1
d839ea545ebe9619b9b4a0ef9aeb44a7	1	0.072019	GCF_000419605.1
d841e62a1f688a699171b88e29ae509d	1	0.072063	GCA_016870325.1
d845a82c2532c92fa5333b0d7a453d36	1	0.056462	GCF_007750855.1
d84f580df94c35f69e5513d164855669	1	0.012803	GCA_022844125.1
d85a819e2e0e8dddca865f550d21c052	1	1.446525	GCA_022841245.1
d87a3c79d8c1f35228380aefe3468943	1	1.649396	GCF_019457945.1
d87ba57cd82447066b4d372e41adda31	2	0.00015	GCF_004564355.1
d88961e526bd5aa38a98b95b47132f3f	1	0.105341	GCA_015472025.1
d891fb0a4457366b62f18b12dc5b3b6c	1	0.026768	GCA_016719395.1
d89854361d8ea05b20d4b6c91fa45e35	1	0.054274	GCF_019075875.1
d8a41d1b8426a4ea5d2171b6b5f843cf	1	0.171547	GCA_013791745.1
d8ad9891c6d236d95555083622516a1a	1	0.00015	GCF_002150765.1
d8b869190441b25dcb70c7b5fbcb07dd	1	0.063573	GCF_011492965.1
d8c53d7c79539bb984c399abe9be1255	2	0.107949	GCA_016720855.1
d8ca5b980b165939e0b5b4fa8891caae	1	21.770424	GCF_003721595.1
d8cd4b11d8f9e8cda5d6367ae8e87eb5	1	0.00015	GCF_001921205.1
d8d58a8a5c8cc3dc56ef6ac93d7076f8	1	0.090181	GCF_015169395.1
d8db5abf9a1b91aba9ca8b33ace83d3a	1	0.149014	GCF_900102695.1
d8f7c76add8176fddff917ba07d459f2	1	0.080252	GCA_016873095.1
d8fb1a1de3d5d1b4d7367ea5dbeb3807	1	0.115006	GCA_002284855.1
d8fd97ca433466f91c5cb43bee73c6e4	1	0.119264	GCA_013816245.1
d90e47daa0c313986d509787ddce04b5	1	0.225802	GCA_001295775.1
d90f5a9a2d2a391f4687ee3c29c8e00c	1	0.00015	GCA_017304135.1
d917306c4c8d0ea86cbc8696c91d037b	1	0.018755	GCF_009792355.1
d92c4fcdbf09c34c1ec2604fa0fc65f5	1	0.212676	GCA_019747735.1
d94bd66a91f5eac26a22e40430ec3021	1	0.187647	GCA_014762505.1
d95bec27884961b2c8320773e215393f	1	0.030821	GCA_016703895.1
d95d7a8db0f9f8e712f91cc7c6fa3175	1	0.047111	GCF_001695835.1
d95ddce64b9ebb6e6b7958baabe23dfb	1	0.079561	GCF_009720245.1
d963dee651662a8389cd860b62d02f08	1	0.095275	GCA_015075625.1
d9665ba5bf5fc674592fa99b1f7df321	1	0.181862	GCF_019798055.1
d96f27030660d78e98f0ec5efb2b13f0	1	0.022161	GCA_019694155.1
d971ba19f337e800b9d4ff30ec6ad386	1	0.156328	GCF_900186965.1
d98053a59c8ec7a9626aa81c5739b48b	1	0.034847	GCA_012517205.1
d9827df47fba364ec41d401f9247f034	1	0.026177	GCF_016918545.1
d9956caf0f01787004912c882c827fec	1	0.181974	GCA_019694455.1
d9b6bb1f9c3f80e5def2f1073367e7d1	2	0.003825	GCF_021654335.1
d9b6c866f0f782e61362fe995e51cee4	1	0.146256	GCA_023416335.1
d9c0eb4fe22808accbfc45d4aeb48ecd	2	0.135522	GCA_023957015.1
d9c3b47fa8faa61b7a151d0d7cee33ea	1	0.003758	GCA_913063055.1
d9d1edfde5e5aee078d252f2445730ea	1	0.063354	GCA_019694475.1
d9e064ec82e2181624693ddf77cb7441	1	0.024257	GCF_000600335.2
d9e4fdf5142cfaccde02097463852959	2	0.087212	GCF_000423185.1
d9ed4cf7a08bca72c26fc3dcb1b6d610	1	0.238069	GCA_021778805.1
d9f2551035e599fd0827b2ffd2235356	1	0.066982	GCA_009691845.1
da0798e26921d2db69af2f6c7dd27094	1	0.035015	GCF_900000175.1
da0bee0a731d52e61c3010fe56086c9a	1	0.128492	GCA_022826805.1
da104409e6821ed5c9c9d623a3eee9a5	1	0.065045	GCF_018598585.1
da112376ddecaea9a77759bab7d73043	1	0.007413	GCF_013179735.1
da114fa0e7cc0f3894ff48cc00ffc83e	2	0.203746	GCA_016717335.1
da1163ccfe99fda35053e71b6187c791	1	0.00015	GCF_002797815.1
da26702e0c79ac7c83946a5c963fd429	1	0.007502	GCF_011492945.1
da53788281a0b78d87e07bd02b06d19d	1	0.060215	GCF_022568775.1
da5f89ba80ecc9b951520d2ba10015c3	1	0.35627	GCA_017302575.1
da76fea1b989bf06beed9caeffc5c5b3	1	0.087764	GCA_014193395.1
da7a62c6dc8af74861c3a40eba511f09	1	0.003862	GCF_000424625.1
da7cbae83ca80a1f6e0c91dde9138adb	1	0.218127	GCA_014382585.1
da8746619b3d77b202ebb0d58918aebd	1	0.119197	GCA_017881445.1
daa6828e6eb159aba68e48f0c66c7bc2	1	0.259407	GCA_023898765.1
daa87344e62128587f5b0a0e02c02d7d	1	0.160728	GCA_016710365.1
dab3efbed5589066749c622650d815ba	1	0.102284	GCF_900108055.1
daca438c8623712b7ee5aac227814e86	1	0.105895	GCF_900108055.1
dad7ce9f68c8b5738bb26ddb312e30cd	1	0.129255	GCA_005774545.1
dae927abde40eba82b0cbce1527f3130	2	0.143957	GCA_016717335.1
db038a871bcb371017ad507296e16faa	1	0.017759	GCF_918741295.1
db06f074e07706fbd5350f9ca22ac2b6	1	0.080339	GCF_002797715.1
db3458a8cb5c8f8c8196a15a8870117d	1	0.054231	GCA_903910385.1
db404de2cc4d80019d1ebaf97d506db1	1	0.348964	GCA_023301565.1
db42eed395b69c2fd3b485b77cc601d5	1	0.154787	GCA_001644975.1
db4d021b5da470a5ed1889b6c405d030	1	0.066922	GCA_020073005.1
db60ebe0b691691468f38184952ec2d6	1	0.00015	GCF_001425235.1
db64612081464883ffaee2b0319796ca	1	0.061103	GCF_018598585.1
db7c7d45a8452808ac73f3e00cdd25cb	3	0.313652	GCF_940143175.1
db9506ac2156891a7cd944221e273e64	1	0.109476	GCA_017303905.1
db959e2b9b990b3731e870044bdeb70b	1	0.224158	GCF_015169395.1
dba637ee74886a68267e2ec1ba257b8c	1	0.155812	GCA_004211595.1
dba92cd1eed5cc4dcfc9f311b8498fc8	1	0.166105	GCA_016710365.1
dbba73ae48b3bbcd29b8fa4a159a1931	1	0.033841	GCF_014200575.1
dbbfef7cb76ac17ff947235cd9801151	2	0.041167	GCF_013387465.1
dbc7b810cb19121f0e209fac0c2f065d	1	0.198311	GCF_000422205.1
dbd7b3dc9f8af0a7307f83f018ff4071	2	0.422268	GCF_000021725.1
dbdbc9462d64c65714f1e4f4420152cb	1	0.246132	GCF_002872415.1
dbe6a921ea3d8dc6122edb31331f1d1c	1	0.050578	GCF_003590875.1
dbee3d314ec39805c9bd93db179a653a	2	0.122141	GCA_023957015.1
dbeed6f9b504e5fecfd783423fda0144	1	0.058171	GCA_016432265.1
dbf4b03cdc6578caf18862d667a90385	1	0.201146	GCA_019636335.1
dbfbc089ebe237f5c1542d736a9c1e56	1	0.100936	GCA_015472025.1
dc08de8fd7764a43d87a3ef80400fb16	1	0.00015	GCF_000350485.1
dc1af31379482eb4613ec5a2feabf7bd	1	0.04987	GCA_016722375.1
dc1edc2855e5dc3227bb832c37c55bc5	3	0.003839	GCF_007833355.1
dc21f4ac7fbc542411d645c5c192c8ef	1	0.17094	GCA_020161935.1
dc230183b86c371f5a2782a9e61afe5b	1	0.081535	GCA_021802825.1
dc23773a394376e70f55828a4e8d0033	1	0.066124	GCA_016709545.1
dc529d4cb20842c499f67cae1ae51f6b	7	0.003786	GCF_003952225.1
dc52fd0659251b2cd9479840090fa3d9	1	0.088626	GCA_013817545.1
dc5628acb9ef9c707a7a8029a2c6018c	1	0.037991	GCA_024230315.1
dc563c50ea3c430d557a3e81beb5694c	2	0.007457	GCF_013155125.1
dc5c91eab5bb5a0e9e638dec24f431ae	1	0.284114	GCA_023898765.1
dc667ed11269e787424cd526c1eaa486	1	0.052742	GCF_900142105.1
dc692c74687716346d52913a44b2d676	1	0.01906	GCA_019912385.1
dc751a412173cdc6088d4ea7766cf2bb	1	0.133396	GCA_014193395.1
dc77a8f26e5bdd81311f80eddde7c673	1	0.149967	GCF_014202995.1
dc79938cd2fd2b80934d9c5a585385a7	1	0.02631	GCF_003054705.1
dc7b9f51a8b7089018938ec227457140	1	0.194621	GCA_017999645.1
dc883fa9e65c3ef9d931da7ea87cc36d	1	0.230589	GCA_009839725.1
dc904eb1cd4037c0d77951227c4ee2cb	1	0.212159	GCA_002714565.1
dc99b44824c4192c0fcdbddcf5a84a22	1	0.122724	GCF_900108055.1
dca3dfc8d2ade49d2d6d4a6494b0e2d2	1	0.196609	GCF_002197845.1
dcb63ea3abc37b47abfbe20e5a6a83e4	1	0.018293	GCA_016709225.1
dcb7aa3ea88a67779eadcee5955506d6	1	0.029412	GCF_003351045.1
dcb889018654157b13eb0a463c967889	1	0.195752	GCA_016870325.1
dcd662b1c25ea97785bfe8de405209fa	1	0.168607	GCA_020718205.1
dcecaf0b5f60df9817b167d21b5c4f2e	1	0.123989	GCA_019694875.1
dceef9b68528ec2ab7ebad3c80de6856	1	0.022191	GCA_016871275.1
dcfce9ea307232c7032861091313c194	1	0.111867	GCA_903900335.1
dd2ba89fd3e0ac46cbecfb15ce2582f0	1	0.186231	GCA_020161935.1
dd35cf937e3b88936aff54c841ee3f8e	1	0.145512	GCA_903929005.1
dd3602882e7898e62e7414a0966ab04e	1	0.150218	GCA_013285465.1
dd37ea17c49525af4998a76eff55814c	1	0.459829	GCF_001484045.1
dd47ab12c4da5cbf654768d1ea0a81b2	1	0.09193	GCF_003351045.1
dd54b6f26e9d6f9b01183d05e109da99	1	0.141492	GCF_014137855.1
dd5f3f2ad8c3c226994a64e3546b2aa0	1	0.027337	GCA_016705325.1
dd748ce749eb82f22b39ba493570340f	2	0.112335	GCA_900770635.1
dd814076c34e623773fca176f76144fa	1	0.058355	GCA_001516055.1
dd83a09092016b76cc648d5b090f712e	1	0.296741	GCA_021778805.1
dd8d57dbf1765589e0c68471e8909f4f	1	0.029146	GCF_016025255.1
dd9d1bf7ee9dcbfed18d0ee13167168e	1	0.127496	GCA_019689555.1
dda9375e51479ea5e751005d287d9e46	1	0.061251	GCF_011303755.1
ddb3242f5da87215c9026f7166c1ae42	1	0.03373	GCA_020637235.1
ddb8fb7793bb28370fe26b27df961e80	2	0.026387	GCF_001610835.1
ddba87d1f8eb0b02a8dc600c76ef835b	1	0.161909	GCA_016704445.1
ddccfb11d80a590ad27fc3aed8f56fa7	1	0.188172	GCF_000152145.1
ddd4fa5d6a0c1a44492422a99cbfd792	1	0.358197	GCF_000730245.1
dddac9b46b336f6baedaa1b62435f96c	1	0.007564	GCF_019075875.1
dddfe14ad1854d41ce5701b67eaa8330	1	0.094477	GCF_003351045.1
de02073ccf43503e83d5d3a86acb4859	1	0.235496	GCA_023438785.1
de1407e58b8e61207e6488dbeaa02070	1	0.23727	GCF_014202505.1
de14e9baad06a5c801765d8b0c5f7379	1	0.007158	GCA_019694395.1
